from_act,from_num,from_heading,to_act,to_num,to_heading,relation,score
ipc,26,"""Reason to believe""",bns,2,Definitions,close,0.7
ipc,27,"Property in possession of wife, clerk or servant",bns,3,General explanations,close,0.6626
ipc,28,"""Counterfeit""",bns,2,Definitions,close,0.7
ipc,29,"""Document""",bns,2,Definitions,close,0.6945
ipc,30,"""Valuable security""",bns,2,Definitions,close,0.6591
ipc,31,"""A will""",bns,2,Definitions,weak,0.5302
ipc,32,Words referring to acts include illegal omissions,bns,3,General explanations,close,0.7
ipc,33,"""Act"". ""Omission""",bns,2,Definitions,close,0.7
ipc,34,Acts done by several persons in futherance of common intention,bns,3,General explanations,close,0.7
ipc,35,When such an act is criminal by reason of its being done with a criminal knowledge or intention,bns,3,General explanations,close,0.7
ipc,36,Effect caused partly by act and partly by omission,bns,3,General explanations,close,0.6701
ipc,37,Co-operation by doing one of several acts constituting an offence,bns,3,General explanations,close,0.6569
ipc,38,Persons concerned in criminal Act may be guilty of different offences,bns,3,General explanations,close,0.7
ipc,39,"""Voluntarily""",bns,2,Definitions,close,0.7
ipc,40,"""Offence""",bns,2,Definitions,close,0.6591
ipc,41,"""Special law""",bns,2,Definitions,close,0.7
ipc,42,"""Local law""",bns,2,Definitions,close,0.7
ipc,43,"""Legally bound to do""",bns,2,Definitions,close,0.7
ipc,44,"""Injury""",bns,2,Definitions,close,0.7
ipc,45,"""Life""",bns,2,Definitions,close,0.7
ipc,46,"""Death""",bns,2,Definitions,close,0.7
ipc,47,"""Animal""",bns,2,Definitions,close,0.7
ipc,48,"""Vessel""",bns,2,Definitions,close,0.7
ipc,49,"""Month""",bns,2,Definitions,close,0.628
ipc,50,"""Section""",bns,,,none,0.3517
ipc,51,"""Oath""",bns,2,Definitions,close,0.6586
ipc,52,"""Good faith""",bns,2,Definitions,close,0.7
ipc,52A,"""Harbour""",bns,2,Definitions,weak,0.5586
ipc,53,Punishments,bns,4,Punishments,close,0.7148
ipc,53A,Construction of reference to transportation,bns,,,none,0.3495
ipc,54,Commutation of sentence of death,bns,5,Commutation of sentence,close,0.6758
ipc,55,Commutation of sentence of imprisonment for life,bns,5,Commutation of sentence,weak,0.5033
ipc,55A,"Definition of ""appropriate Government""",bns,5,Commutation of sentence,close,0.6257
ipc,56,,bns,,,none,0.1898
ipc,57,Fractions of terms of punishment,bns,6,Fractions of terms of punishment,near-identical,0.95
ipc,58,,bns,,,none,0.1903
ipc,59,,bns,,,none,0.2067
ipc,60,Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,bns,7,Sentence may be (in certain cases of imprisonment) wholly or partly rigorous or simple,near-identical,1
ipc,61,,bns,,,none,0.3216
ipc,62,,bns,,,none,0.3419
ipc,63,Amount of fine,bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.8363
ipc,64,Sentence of imprisonment for non-payment of fine,bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.788
ipc,65,"Limit to imprisonment for non-payment of fine, when imprisonment and fine awardable",bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.7857
ipc,66,Description of imprisonment for non-payment of fine,bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.7852
ipc,67,"Imprisonment for non-payment of fine, when offence punishable with fine only",bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.6774
ipc,68,Imprisonment to terminate on payment of fine,bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.792
ipc,69,Termination of imprisonment on payment of proportional part of fine,bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.7461
ipc,70,"Fine leviable within six years, or during imprisonment. Death not to discharge property from liability",bns,8,"Amount of fine, liability in default of payment of fine, etc",close,0.7546
ipc,71,Limit of punishment of offence made up of several offences,bns,9,Limit of punishment of offence made up of several offences,near-identical,0.9997
ipc,72,"Punishment of person guilty of one of several offences, the judgment stating that it is doubtful of which",bns,10,"Punishment of person guilty of one of several offences, judgment stating that it is doubtful of which",near-identical,1
ipc,73,Solitary confinement,bns,11,Solitary confinement,near-identical,0.9811
ipc,74,Limit of solitary confinement,bns,12,Limit of solitary confinement,near-identical,1
ipc,75,Enhanced punishment for certain offence under Chapter XII or Chapter XVII after previous conviction,bns,13,Enhanced punishment for certain offences after previous conviction,close,0.7165
ipc,76,"Act done by a person bound, or by mistake of fact believing himself bound, by law.--",bns,14,"Act done by a person bound, or by mistake of fact believing himself bound, by law",near-identical,0.992
ipc,77,Act of Judge when acting judicially,bns,15,Act of Judge when acting judicially,near-identical,1
ipc,78,Act done pursuant to the judgment or order of Court,bns,16,Act done pursuant to judgment or order of Court,near-identical,0.9899
ipc,79,"Act done by a person justified, or by mistake of fact believing himself, justified, by law",bns,17,"Act done by a person justified, or by mistake of fact believing himself justified, by law",near-identical,1
ipc,80,Accident in doing a lawful act,bns,18,Accident in doing a lawful act,near-identical,1
ipc,81,"Act likely to cause harm, but done without criminal intent, and to prevent other harm",bns,19,"Act likely to cause harm, but done without criminal intent, and to prevent other harm",near-identical,0.9954
ipc,82,Act of a child under seven years of age,bns,20,Act of a child under seven years of age,near-identical,1
ipc,83,Act of a child above seven and under twelve of immature understanding,bns,21,Act of a child above seven and under twelve years of age of immature understanding,near-identical,0.9639
ipc,84,Act of a person of unsound mind,bns,22,Act of a person of unsound mind,near-identical,1
ipc,85,Act of a person incapable of judgment by reason of intoxication caused against his will,bns,23,Act of a person incapable of judgment by reason of intoxication caused against his will,near-identical,1
ipc,86,Offence requiring a particular intent or knowledge committed by one who is intoxicated,bns,24,Offence requiring a particular intent or knowledge committed by one who is intoxicated,near-identical,1
ipc,87,"Act not intended and not known to be likely to cause death or grievous hurt, done by consent",bns,25,"Act not intended and not known to be likely to cause death or grievous hurt, done by consent",near-identical,1
ipc,88,"Act not intended to cause death, done by consent in good faith for person's benefit",bns,26,"Act not intended to cause death, done by consent in good faith for person's benefit",near-identical,0.9801
ipc,89,"Act done in good faith for benefit of child or insane person, by or by consent of guardian",bns,27,"Act done in good faith for benefit of child or person of unsound mind, by, or by consent of guardian",near-identical,0.9125
ipc,90,Consent known to be given under fear or misconception,bns,28,Consent known to be given under fear or misconception,near-identical,0.95
ipc,91,Exclusion of acts which are offences independently of harm cause,bns,29,Exclusion of acts which are offences independently of harm caused,near-identical,0.942
ipc,92,Act done in good faith for benefit of a person without consent,bns,30,Act done in good faith for benefit of a person without consent,near-identical,0.9704
ipc,93,Communication made in good faith,bns,31,Communication made in good faith,near-identical,1
ipc,94,Act to which a person is compelled by threats,bns,32,Act to which a person is compelled by threats,near-identical,0.979
ipc,95,Act causing slight harm,bns,33,Act causing slight harm,near-identical,0.9531
ipc,96,Things done in private defence,bns,34,Things done in private defence,near-identical,1
ipc,97,Right of private defence of the body and of property,bns,35,Right of private defence of body and of property,near-identical,0.943
ipc,98,"Right of private defence against the act of a person of unsound mind, etc",bns,36,"Right of private defence against act of a person of unsound mind, etc",near-identical,0.9704
ipc,99,Acts against which there is no right of private defence,bns,37,Acts against which there is no right of private defence,near-identical,0.9748
ipc,100,When the right of private defence of the body extends to causing death,bns,38,When right of private defence of body extends to causing death,near-identical,0.881
ipc,101,When such right extends to causing any harm other than death,bns,42,When such right extends to causing any harm other than death,near-identical,0.95
ipc,102,body,bns,40,Commencement and continuance of right of private defence of body,close,0.8027
ipc,103,When the right of private defence of property extends to causing death,bns,41,When right of private defence of property extends to causing death,near-identical,0.9152
ipc,104,When such right to causing any harm other than death,bns,42,When such right extends to causing any harm other than death,near-identical,0.872
ipc,105,Commencement and continuance of the right of private defence of property,bns,43,Commencement and continuance of right of private defence of property,near-identical,0.9535
ipc,106,Right of private defence against deadly assault when there is risk of harm to innocent person,bns,44,Right of private defence against deadly assault when there is risk of harm to innocent person,near-identical,0.9778
ipc,107,Abetment of a thing,bns,45,Abetment of a thing,near-identical,0.9718
ipc,108,Abettor,bns,46,Abettor,near-identical,0.9948
ipc,108A,Abetment in India of offences outside India,bns,47,Abetment in India of offences outside India,near-identical,0.95
ipc,109,Punishment of abetment if the act abetted is committed in consequence and where no express provision is made for its punishment,bns,49,Punishment of abetment if act abetted is committed in consequence and where no express provision is made for its punishment,near-identical,0.9028
ipc,110,Punishment of abetment if person abetted does act with different intention from that of abettor,bns,50,Punishment of abetment if person abetted does act with different intention from that of abettor,near-identical,1
ipc,111,Liability of abettor when one act abetted and different act done,bns,51,Liability of abettor when one act abetted and different act done,near-identical,0.9792
ipc,112,Abettor when liable to cumulative punishment for act abetted and for act done,bns,52,Abettor when liable to cumulative punishment for act abetted and for act done,near-identical,0.9857
ipc,113,Liability of abettor for an effect caused by the act abetted different from that intended by the abettor,bns,53,Liability of abettor for an effect caused by act abetted different from that intended by abettor,near-identical,1
ipc,114,Abettor present when offence is committed,bns,54,Abettor present when offence is committed,near-identical,1
ipc,115,Abetment of offence punishable with death or imprisonment for life-if offence is not committed,bns,55,Abetment of offence punishable with death or imprisonment for life,near-identical,0.9452
ipc,116,Abetment of offence punishable with imprisonment--if offence be not committed,bns,56,Abetment of offence punishable with imprisonment,near-identical,0.9011
ipc,117,Abetting commission of offence by the public or by more than ten persons,bns,57,Abetting commission of offence by public or by more than ten persons,near-identical,0.9923
ipc,118,Concealing design to commit offence punishable with death or imprisonment for life,bns,58,Concealing design to commit offence punishable with death or imprisonment for life,near-identical,0.95
ipc,119,Public servant concealing design to commit offence which it is his duty to prevent,bns,59,Public servant concealing design to commit offence which it is his duty to prevent,near-identical,0.95
ipc,120,Concealing design to commit offence punishable with imprisonment,bns,60,Concealing design to commit offence punishable with imprisonment,near-identical,0.95
ipc,120A,Definition of criminal conspiracy,bns,61,Criminal conspiracy,close,0.8472
ipc,120B,Punishment of criminal conspiracy,bns,61,Criminal conspiracy,close,0.7699
ipc,121,"Waging, or attempting to wage war, or abetting waging of war, against the Government of India",bns,147,"Waging, or attempting to wage war, or abetting waging of war, against Government of India",near-identical,1
ipc,121A,Conspiracy to commit offences punishable by section 121,bns,148,Conspiracy to commit offences punishable by section 147,near-identical,0.9849
ipc,122,"Collecting arms, etc., with intention of waging war against the Government of India",bns,149,"Collecting arms, etc., with intention of waging war against Government of India",near-identical,1
ipc,123,Concealing with intent to facilitate design to wage war,bns,150,Concealing with intent to facilitate design to wage war,near-identical,1
ipc,124,"Assaulting President, Governor, etc., with intent to compel or restrain the exercise of any lawful power",bns,151,"Assaulting President, Governor, etc., with intent to compel or restrain exercise of any lawful power",close,0.7357
ipc,124A,Sedition,bns,,,none,0.4276
ipc,125,Waging war against any Asiatic Power in alliance with the Government of India,bns,153,Waging war against Government of any foreign State at peace with Government of India,close,0.7845
ipc,126,Committing depredation on territories of Power at peace with the Government of India,bns,154,Committing depredation on territories of foreign State at peace with Government of India,near-identical,0.8858
ipc,127,Receiving property taken by war or depredation mentioned in sections 125 and 126,bns,155,Receiving property taken by war or depredation mentioned in sections 153 and 154,near-identical,1
ipc,128,Public servant voluntarily allowing prisoner of state or war to escape,bns,156,Public servant voluntarily allowing prisoner of State or war to escape,near-identical,1
ipc,129,Public servant negligently suffering such prisoner to escape,bns,157,Public servant negligently suffering such prisoner to escape,near-identical,1
ipc,130,"Aiding escape of, rescuing or harbouring such prisoner",bns,158,"Aiding escape of, rescuing or harbouring such prisoner",near-identical,0.95
ipc,131,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty",bns,159,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty",near-identical,0.95
ipc,132,"Abetment of mutiny, if mutiny is committed in consequence thereof",bns,160,"Abetment of mutiny, if mutiny is committed in consequence thereof",near-identical,1
ipc,133,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office",bns,161,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office",near-identical,1
ipc,134,"Abetment of such assault, if the assault committed",bns,162,"Abetment of such assault, if assault committed",near-identical,1
ipc,135,"Abetment of desertion of soldier, sailor or airman",bns,163,"Abetment of desertion of soldier, sailor or airman",near-identical,1
ipc,136,Harbouring deserter,bns,164,Harbouring deserter,near-identical,0.9366
ipc,137,Deserter concealed on board merchant vessel through negligence of master,bns,165,Deserter concealed on board merchant vessel through negligence of master,near-identical,0.9836
ipc,138,"Abetment of act of insubordination by soldier, sailor or airman",bns,166,"Abetment of act of insubordination by soldier, sailor or airman",near-identical,0.9747
ipc,138A,Repealed,bns,,,none,0.1513
ipc,139,Persons subject to certain Acts,bns,167,Persons subject to certain Acts,near-identical,0.95
ipc,140,"Wearing garb or carrying token used by soldier, sailor or airman",bns,168,"Wearing garb or carrying token used by soldier, sailor or airman",near-identical,0.95
ipc,141,Unlawful assembly,bns,189,Unlawful assembly,close,0.8468
ipc,142,Being member of unlawful assembly,bns,189,Unlawful assembly,near-identical,0.8513
ipc,143,Punishment,bns,189,Unlawful assembly,close,0.7
ipc,144,Joining unlawful assembly armed with deadly weapon,bns,189,Unlawful assembly,close,0.8004
ipc,145,"Joining or continuing in unlawful assembly, knowing it has been commanded to disperse",bns,189,Unlawful assembly,close,0.7323
ipc,146,Rioting,bns,191,Rioting,near-identical,0.9
ipc,147,Punishment for rioting,bns,191,Rioting,near-identical,0.8733
ipc,148,"Rioting, armed with deadly weapon",bns,191,Rioting,close,0.7662
ipc,149,Every member of unlawful assembly guilty of offence committed in prosecution of common object,bns,190,Every member of unlawful assembly guilty of offence committed in prosecution of common object,near-identical,1
ipc,150,"Hiring, or conniving at hiring, of persons to join unlawful assembly",bns,189,Unlawful assembly,close,0.7465
ipc,151,Knowingly joining or continuing in assembly of five or more persons after it has been commanded to disperse,bns,189,Unlawful assembly,close,0.7176
ipc,152,"Assaulting or obstructing public servant when suppressing riot, etc",bns,195,"Assaulting or obstructing public servant when suppressing riot, etc",near-identical,0.9562
ipc,153,Want only giving provocation with intent to cause riot-if rioting be committed:if not committed,bns,192,Wantonly giving provocation with intent to cause riot-if rioting be committed; if not committed,near-identical,0.8789
ipc,153A,"Promoting enmity between different groups on ground of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",bns,196,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",near-identical,0.9605
ipc,153B,"Imputations, assertions prejudicial to national integration",bns,197,"Imputations, assertions prejudicial to national integration",near-identical,0.9708
ipc,154,Owner or occupier of land on which an unlawful assembly is held,bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place",close,0.8095
ipc,155,Liability of person for whose benefit riot is committed,bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place",close,0.7634
ipc,156,Liability of agent of owner or occupier for whose benefit riot is committed,bns,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place",close,0.8143
ipc,157,Harbouring persons hired for an unlawful assembly,bns,189,Unlawful assembly,close,0.8155
ipc,158,Being hired to take part in an unlawful assembly or riot;,bns,189,Unlawful assembly,close,0.7764
ipc,159,Affray,bns,194,Affray,near-identical,0.9
ipc,160,Punishment for committing affray,bns,,,none,0.4307
ipc,161,,bns,,,none,0.3053
ipc,162,,bns,,,none,0.3053
ipc,163,,bns,,,none,0.3053
ipc,164,,bns,,,none,0.3053
ipc,165,,bns,,,none,0.3053
ipc,165A,,bns,,,none,0.3053
ipc,166,"Public servant disobeying law, with intent to cause injury to any person",bns,198,"Public servant disobeying law, with intent to cause injury to any person",near-identical,0.9656
ipc,167,Public servant framing an incorrect document with intent to cause injury,bns,201,Public servant framing an incorrect document with intent to cause injury,near-identical,0.95
ipc,168,Public servant unlawfully engaging in trade,bns,202,Public servant unlawfully engaging in trade,near-identical,0.95
ipc,169,Public servant unlawfully buying or bidding for property,bns,203,Public servant unlawfully buying or bidding for property,near-identical,1
ipc,170,Personating a public servant,bns,204,Personating a public servant,near-identical,0.966
ipc,171,Wearing garb or carrying token used by public servant with fraudulent intent,bns,205,Wearing garb or carrying token used by public servant with fraudulent intent,near-identical,0.95
ipc,171A,"""Candidate"", ""Electoral right"" defined",bns,169,"Candidate, electoral right defined",near-identical,1
ipc,171B,Bribery,bns,170,Bribery,near-identical,1
ipc,171C,Undue influence at elections,bns,171,Undue influence at elections,near-identical,1
ipc,171D,Personation at elections,bns,172,Personation at elections,near-identical,0.9
ipc,171E,Punishment for bribery,bns,173,Punishment for bribery,near-identical,1
ipc,171F,Punishment for undue influence or personation at an election,bns,174,Punishment for undue influence or personation at an election,near-identical,1
ipc,171G,False statement in connection with an election,bns,175,False statement in connection with an election,near-identical,1
ipc,171H,Illegal payments in connection with an election,bns,176,Illegal payments in connection with an election,near-identical,0.95
ipc,172,Absconding to avoid service of summons or other proceeding,bns,206,Absconding to avoid service of summons or other proceeding,near-identical,0.9559
ipc,173,"Preventing service of summons or other proceeding, or preventing publication thereof",bns,207,"Preventing service of summons or other proceeding, or preventing publication thereof",near-identical,0.9774
ipc,174,Non-attendance in obedience to an order from public servant,bns,208,Non-attendance in obedience to an order from public servant,near-identical,0.9842
ipc,175,Omission to produce document to public servant by person legally bound to produce it,bns,210,Omission to produce document or electronic record to public servant by person legally bound to produce it,near-identical,0.8501
ipc,176,Omission to give notice or information to public servant by person legally bound to give it,bns,211,Omission to give notice or information to public servant by person legally bound to give it,near-identical,0.9754
ipc,177,Furnishing false information,bns,212,Furnishing false information,near-identical,0.9441
ipc,178,Refusing oath or affirmation when duly required by public servant to make it,bns,213,Refusing oath or affirmation when duly required by public servant to make it,near-identical,0.9901
ipc,179,Refusing to answer public servant authorized to question,bns,214,Refusing to answer public servant authorised to question,near-identical,0.9292
ipc,180,Refusing to sign statement,bns,215,Refusing to sign statement,near-identical,0.9706
ipc,181,False statement on oath or affirmation to public servant or person authorized to administer an oath or affirmation,bns,216,False statement on oath or affirmation to public servant or person authorised to administer an oath or affirmation,near-identical,0.9364
ipc,182,"False information, with intent to cause public servant to use his lawful power to the injury of another person",bns,217,"False information, with intent to cause public servant to use his lawful power to injury of another person",near-identical,0.9553
ipc,183,Resistance to the taking of property by the lawful authority of a public servant,bns,218,Resistance to taking of property by lawful authority of a public servant,near-identical,0.9801
ipc,184,Obstructing sale of property offered for sale by authority of public servant,bns,219,Obstructing sale of property offered for sale by authority of public servant,near-identical,0.9651
ipc,185,Illegal purchase or bid for property offered for sale by authority of public servant,bns,220,Illegal purchase or bid for property offered for sale by authority of public servant,near-identical,1
ipc,186,Obstructing public servant in discharge of public functions,bns,221,Obstructing public servant in discharge of public functions,near-identical,0.9694
ipc,187,Omission to assist public servant when bound by law to give assistance,bns,222,Omission to assist public servant when bound by law to give assistance,near-identical,0.9766
ipc,188,Disobedience to order duly promulgated by public servant,bns,223,Disobedience to order duly promulgated by public servant,near-identical,0.9834
ipc,189,Threat of injury to public servant,bns,224,Threat of injury to public servant,near-identical,1
ipc,190,Threat of injury to induce person to refrain from applying for protection to public servant,bns,225,Threat of injury to induce person to refrain from applying for protection to public servant,near-identical,0.95
ipc,191,Giving false evidence,bns,227,Giving false evidence,near-identical,1
ipc,192,Fabricating false evidence,bns,228,Fabricating false evidence,near-identical,0.9874
ipc,193,Punishment for false evidence,bns,229,Punishment for false evidence,near-identical,0.9537
ipc,194,Giving or fabricating false evidence with intent to procure conviction of capital offence,bns,230,Giving or fabricating false evidence with intent to procure conviction of capital offence,near-identical,0.95
ipc,195,Giving or fabricating false evidence with intent to procure conviction of offence punishable with imprisonment for life or imprisonment,bns,231,Giving or fabricating false evidence with intent to procure conviction of offence punishable with imprisonment for life or imprisonment,near-identical,0.9913
ipc,196,Using evidence known to be false,bns,233,Using evidence known to be false,near-identical,1
ipc,197,Issuing or signing false certificate,bns,234,Issuing or signing false certificate,near-identical,1
ipc,198,Using as true a certificate known to be false,bns,235,Using as true a certificate known to be false,near-identical,1
ipc,199,False statement made in declaration which is by law receivable as evidence,bns,236,False statement made in declaration which is by law receivable as evidence,near-identical,0.9589
ipc,200,Using as true such declaration knowing it to be false,bns,237,Using as true such declaration knowing it to be false,near-identical,0.95
ipc,201,"Causing disappearance of evidence of offence, or giving false information to screen offender",bns,238,"Causing disappearance of evidence of offence, or giving false information to screen offender",near-identical,0.9569
ipc,202,Intentional omission to give information of offence by person bound to inform,bns,239,Intentional omission to give information of offence by person bound to inform,near-identical,0.9615
ipc,203,Giving false information respecting an offence committed,bns,240,Giving false information respecting an offence committed,near-identical,0.95
ipc,204,Destruction of document to prevent its production as evidence,bns,241,Destruction of document or electronic record to prevent its production as evidence,near-identical,0.8532
ipc,205,False personation for purpose of act or proceeding in suit or prosecution,bns,242,False personation for purpose of act or proceeding in suit or prosecution,near-identical,1
ipc,206,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution,bns,243,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution,near-identical,0.9601
ipc,207,Fraudulent claim to property to prevent its seizure as forfeited or in execution,bns,244,Fraudulent claim to property to prevent its seizure as forfeited or in execution,near-identical,0.9547
ipc,208,Fraudulently suffering decree for sum not due,bns,245,Fraudulently suffering decree for sum not due,near-identical,1
ipc,209,Dishonestly making false claim in Court,bns,246,Dishonestly making false claim in Court,near-identical,0.95
ipc,210,Fraudulently obtaining decree for sum not due,bns,247,Fraudulently obtaining decree for sum not due,near-identical,1
ipc,211,False charge of offence made with intent to injure,bns,248,False charge of offence made with intent to injure,near-identical,0.9565
ipc,212,"Harbouring offender-if a capital offence, if punishable with imprisonment for life, or with imprisonment",bns,249,Harbouring offender,close,0.784
ipc,213,"Taking gift, etc., to screen an offender from punishment-if a capital offence; if punishable with imprisonment for life, or with imprisonment",bns,250,"Taking gift, etc., to screen an offender from punishment",close,0.8489
ipc,214,"Offering gift or restoration of property in consideration of screening offender-if a capital offence; if punishable with imprisonment for life, or with imprisonment",bns,251,Offering gift or restoration of property in consideration of screening offender,close,0.7899
ipc,215,"Taking gift to help to recover stolen property, etc",bns,252,"Taking gift to help to recover stolen property, etc",near-identical,1
ipc,216,"Harbouring offender who has escaped from custody or whose apprehension has been ordered-if a capital offence; if punishable with imprisonment for life, or with imprisonment",bns,253,Harbouring offender who has escaped from custody or whose apprehension has been ordered,near-identical,0.8863
ipc,216A,Penalty for harbouring robbers or dacoits,bns,254,Penalty for harbouring robbers or dacoits,near-identical,0.95
ipc,216B,Repealed,bns,,,none,0.3539
ipc,217,Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture,bns,255,Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture,near-identical,1
ipc,218,Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture,bns,256,Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture,near-identical,1
ipc,219,"Public servant in judicial proceeding corruptly making report, etc., contrary to law",bns,257,"Public servant in judicial proceeding corruptly making report, etc., contrary to law",near-identical,1
ipc,220,Commitment for trial or confinement by person having authority who knows that he is acting contrary to law,bns,258,Commitment for trial or confinement by person having authority who knows that he is acting contrary to law,near-identical,1
ipc,221,Intentional omission to apprehend on the part of public servant bound to apprehend,bns,259,Intentional omission to apprehend on part of public servant bound to apprehend,near-identical,0.9684
ipc,222,Intentional omission to apprehend on the part of public servant bound to apprehend person under sentence or lawfully committed,bns,260,Intentional omission to apprehend on part of public servant bound to apprehend person under sentence or lawfully committed,near-identical,0.965
ipc,223,Escape from confinement or custody negligently suffered by public servant,bns,261,Escape from confinement or custody negligently suffered by public servant,near-identical,1
ipc,224,Resistance or obstruction by a person to his lawful apprehension,bns,262,Resistance or obstruction by a person to his lawful apprehension,near-identical,1
ipc,225,Resistance or obstruction to lawful apprehension of another person,bns,263,Resistance or obstruction to lawful apprehension of another person,near-identical,0.996
ipc,225A,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise, provided for",bns,264,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for",near-identical,1
ipc,225B,"Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for",bns,265,Resistance or obstruction to lawful apprehension or escape or rescue in cases not otherwise provided for,near-identical,0.95
ipc,226,Repealed,bns,,,none,0.1915
ipc,227,Violation of condition of remission of punishment,bns,266,Violation of condition of remission of punishment,near-identical,1
ipc,228,Intentional insult or interruption to public servant sitting in judicial proceeding,bns,267,Intentional insult or interruption to public servant sitting in judicial proceeding,near-identical,0.9843
ipc,228A,"Disclosure of identity of the victim of certain offences, etc",bns,72,"Disclosure of identity of victim of certain offences, etc",close,0.7651
ipc,229,Personation of a juror or assessor,bns,268,Personation of assessor,close,0.7869
ipc,230,"""Coin"" defined",bns,,,none,0.3437
ipc,231,Counterfeiting coin,bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",close,0.7671
ipc,232,Counterfeiting Indian coin,bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",close,0.7024
ipc,233,Making or selling instrument for counterfeiting coin,bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",close,0.706
ipc,234,Making or selling instrument for counterfeiting Indian coin,bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",close,0.7024
ipc,235,Possession of instrument or material for the purpose of using the same for counterfeiting coin,bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",weak,0.5434
ipc,236,Abetting in India the counterfeiting out of India of coin,bns,,,none,0.4154
ipc,237,Import or export of counterfeit coin,bns,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",weak,0.5776
ipc,238,Import or export of counterfeits of the Indian coin,bns,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",weak,0.5324
ipc,239,Delivery of coin possessed with knowledge that it is counterfeit,bns,,,none,0.3337
ipc,240,"Delivery of Indian coin, possessed with knowledge that it is counterfeit",bns,,,none,0.3623
ipc,241,"Delivery of coin as genuine, which, when first possessed, the deliverer did not know to be counterfeit",bns,,,none,0.3019
ipc,242,Possession of counterfeit coin by person who knew it to be counterfeit when he became possessed thereof,bns,,,none,0.3741
ipc,243,Possession of Indian coin by person who knew it to be counterfeit when he became possessed thereof,bns,,,none,0.3674
ipc,244,Person employed in mint causing coin to be of different weight or composition from that fixed by law,bns,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law,near-identical,1
ipc,245,Unlawfully taking coining instrument from mint,bns,188,Unlawfully taking coining instrument from mint,near-identical,0.95
ipc,246,Fraudulently or dishonestly diminishing weight or altering composition of coin,bns,,,none,0.3677
ipc,247,Fraudulently or dishonestly diminishing weight or altering composition of Indian coin,bns,,,none,0.4377
ipc,248,Altering appearance of coin with intent that it shall pass as coin of different description,bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",weak,0.4688
ipc,249,Altering appearance of Indian coin with intent that it shall pass as coin of different description,bns,,,none,0.437
ipc,250,Delivery of coin possessed with knowledge that it is altered,bns,,,none,0.3354
ipc,251,"Delivery of Indian coin, possessed with knowledge that it is altered",bns,,,none,0.3343
ipc,252,Possession of coin by person who knew it to be altered when he became possessed thereof,bns,,,none,0.3416
ipc,253,Possession of Indian coin by person who knew it to be altered when he became possessed thereof,bns,,,none,0.3424
ipc,254,"Delivery of coin as genuine which, when first possessed, the deliverer did not know to be altered",bns,,,none,0.2526
ipc,255,Counterfeiting Government stamp,bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",close,0.7334
ipc,256,Having possession of instrument or material for counterfeiting Government stamp,bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",close,0.7256
ipc,257,Making or selling instrument for counterfeiting Government stamp,bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",close,0.7534
ipc,258,Sale of counterfeit Government stamp,bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",weak,0.5622
